515 Q0 152789 1 2.979360 my_tfidf_system
515 Q0 87640 2 2.240838 my_tfidf_system
515 Q0 123149 3 1.489861 my_tfidf_system
515 Q0 108177 4 1.435697 my_tfidf_system
515 Q0 153665 5 1.413353 my_tfidf_system
515 Q0 152815 6 1.393953 my_tfidf_system
515 Q0 123202 7 1.373759 my_tfidf_system
515 Q0 18163 8 1.322679 my_tfidf_system
515 Q0 116185 9 1.281957 my_tfidf_system
515 Q0 25368 10 1.257205 my_tfidf_system
515 Q0 173430 11 1.228894 my_tfidf_system
515 Q0 157357 12 1.198840 my_tfidf_system
515 Q0 150447 13 1.103466 my_tfidf_system
515 Q0 25398 14 1.067561 my_tfidf_system
515 Q0 2010 15 1.027365 my_tfidf_system
515 Q0 78097 16 0.993944 my_tfidf_system
515 Q0 173114 17 0.992490 my_tfidf_system
515 Q0 110054 18 0.980580 my_tfidf_system
515 Q0 5475 19 0.961084 my_tfidf_system
515 Q0 24544 20 0.961084 my_tfidf_system
515 Q0 53227 21 0.916772 my_tfidf_system
515 Q0 8410 22 0.881786 my_tfidf_system
515 Q0 17928 23 0.881786 my_tfidf_system
515 Q0 153567 24 0.881786 my_tfidf_system
515 Q0 122883 25 0.869513 my_tfidf_system
515 Q0 129841 26 0.863536 my_tfidf_system
515 Q0 518 27 0.833994 my_tfidf_system
515 Q0 154811 28 0.825375 my_tfidf_system
515 Q0 5072 29 0.807662 my_tfidf_system
515 Q0 175833 30 0.807236 my_tfidf_system
515 Q0 100223 31 0.802435 my_tfidf_system
515 Q0 25419 32 0.797104 my_tfidf_system
515 Q0 176882 33 0.787382 my_tfidf_system
515 Q0 48341 34 0.784464 my_tfidf_system
515 Q0 3979 35 0.769361 my_tfidf_system
515 Q0 38049 36 0.763938 my_tfidf_system
515 Q0 154132 37 0.761275 my_tfidf_system
515 Q0 120096 38 0.761137 my_tfidf_system
515 Q0 61753 39 0.753874 my_tfidf_system
515 Q0 17678 40 0.744930 my_tfidf_system
515 Q0 38736 41 0.724021 my_tfidf_system
515 Q0 143252 42 0.716007 my_tfidf_system
515 Q0 18154 43 0.710339 my_tfidf_system
515 Q0 14831 44 0.699990 my_tfidf_system
515 Q0 36932 45 0.687812 my_tfidf_system
515 Q0 64114 46 0.687812 my_tfidf_system
515 Q0 34832 47 0.680067 my_tfidf_system
515 Q0 123382 48 0.668878 my_tfidf_system
515 Q0 116264 49 0.657400 my_tfidf_system
515 Q0 52473 50 0.656151 my_tfidf_system
515 Q0 116905 51 0.652135 my_tfidf_system
515 Q0 143307 52 0.638125 my_tfidf_system
515 Q0 156641 53 0.629847 my_tfidf_system
515 Q0 72075 54 0.628544 my_tfidf_system
515 Q0 69142 55 0.621582 my_tfidf_system
515 Q0 114651 56 0.620700 my_tfidf_system
515 Q0 59419 57 0.619224 my_tfidf_system
515 Q0 120569 58 0.611780 my_tfidf_system
515 Q0 17949 59 0.611655 my_tfidf_system
515 Q0 87245 60 0.608203 my_tfidf_system
515 Q0 81038 61 0.602583 my_tfidf_system
515 Q0 148475 62 0.601513 my_tfidf_system
515 Q0 93844 63 0.601335 my_tfidf_system
515 Q0 159764 64 0.601052 my_tfidf_system
515 Q0 98828 65 0.595520 my_tfidf_system
515 Q0 83149 66 0.591887 my_tfidf_system
515 Q0 169181 67 0.591887 my_tfidf_system
515 Q0 44482 68 0.589553 my_tfidf_system
515 Q0 61670 69 0.589553 my_tfidf_system
515 Q0 49903 70 0.584022 my_tfidf_system
515 Q0 45753 71 0.574287 my_tfidf_system
515 Q0 83993 72 0.572954 my_tfidf_system
515 Q0 76783 73 0.569759 my_tfidf_system
515 Q0 13463 74 0.567546 my_tfidf_system
515 Q0 49378 75 0.562415 my_tfidf_system
515 Q0 168625 76 0.562415 my_tfidf_system
515 Q0 127222 77 0.562411 my_tfidf_system
515 Q0 42738 78 0.558736 my_tfidf_system
515 Q0 142440 79 0.557670 my_tfidf_system
515 Q0 60309 80 0.555061 my_tfidf_system
515 Q0 36662 81 0.552912 my_tfidf_system
515 Q0 135311 82 0.552803 my_tfidf_system
515 Q0 6721 83 0.552611 my_tfidf_system
515 Q0 183880 84 0.552288 my_tfidf_system
