515 Q0 6185 1 84.492917 my_bm25_system
515 Q0 6184 2 83.085007 my_bm25_system
515 Q0 518 3 82.733138 my_bm25_system
515 Q0 6196 4 79.783102 my_bm25_system
515 Q0 526 5 76.315457 my_bm25_system
515 Q0 8108 6 75.228588 my_bm25_system
515 Q0 143307 7 71.859895 my_bm25_system
515 Q0 113771 8 68.146126 my_bm25_system
515 Q0 37082 9 61.248374 my_bm25_system
515 Q0 12816 10 54.213225 my_bm25_system
515 Q0 6644 11 52.555710 my_bm25_system
515 Q0 18164 12 51.715410 my_bm25_system
515 Q0 6658 13 50.862134 my_bm25_system
515 Q0 14831 14 50.550174 my_bm25_system
515 Q0 85764 15 49.817762 my_bm25_system
515 Q0 61753 16 48.258069 my_bm25_system
515 Q0 153665 17 47.854645 my_bm25_system
515 Q0 22369 18 47.231817 my_bm25_system
515 Q0 25368 19 46.910657 my_bm25_system
515 Q0 152789 20 46.562183 my_bm25_system
515 Q0 9206 21 46.260841 my_bm25_system
515 Q0 152815 22 45.548207 my_bm25_system
515 Q0 18174 23 44.389866 my_bm25_system
515 Q0 81654 24 44.066817 my_bm25_system
515 Q0 18166 25 43.962602 my_bm25_system
515 Q0 107062 26 43.741439 my_bm25_system
515 Q0 25398 27 43.219898 my_bm25_system
515 Q0 143309 28 42.987853 my_bm25_system
515 Q0 7565 29 42.455530 my_bm25_system
515 Q0 83779 30 41.540506 my_bm25_system
515 Q0 150447 31 41.176331 my_bm25_system
515 Q0 175833 32 40.997860 my_bm25_system
515 Q0 2010 33 40.623516 my_bm25_system
515 Q0 5475 34 40.085348 my_bm25_system
515 Q0 24544 35 40.085348 my_bm25_system
515 Q0 38736 36 39.462112 my_bm25_system
515 Q0 12815 37 39.379744 my_bm25_system
515 Q0 9185 38 39.152309 my_bm25_system
515 Q0 152111 39 38.547864 my_bm25_system
515 Q0 38049 40 38.068091 my_bm25_system
515 Q0 46825 41 37.894917 my_bm25_system
515 Q0 24867 42 37.789690 my_bm25_system
515 Q0 2733 43 37.469235 my_bm25_system
515 Q0 169215 44 37.367154 my_bm25_system
515 Q0 11308 45 37.145278 my_bm25_system
515 Q0 122052 46 37.021897 my_bm25_system
515 Q0 103417 47 36.504852 my_bm25_system
515 Q0 114651 48 36.028361 my_bm25_system
515 Q0 49754 49 35.917199 my_bm25_system
515 Q0 83993 50 35.190344 my_bm25_system
515 Q0 157357 51 34.787009 my_bm25_system
515 Q0 71690 52 34.586977 my_bm25_system
515 Q0 1984 53 34.552774 my_bm25_system
515 Q0 177670 54 34.454611 my_bm25_system
515 Q0 173430 55 34.120100 my_bm25_system
515 Q0 83781 56 34.067944 my_bm25_system
515 Q0 152721 57 33.147794 my_bm25_system
515 Q0 37348 58 32.963356 my_bm25_system
515 Q0 3979 59 32.898586 my_bm25_system
515 Q0 118789 60 32.886964 my_bm25_system
515 Q0 121879 61 32.618156 my_bm25_system
515 Q0 18179 62 32.511461 my_bm25_system
515 Q0 154132 63 32.388571 my_bm25_system
515 Q0 114709 64 32.194939 my_bm25_system
515 Q0 16723 65 32.080080 my_bm25_system
515 Q0 7318 66 31.736073 my_bm25_system
515 Q0 1255 67 31.224979 my_bm25_system
515 Q0 16702 68 30.935758 my_bm25_system
515 Q0 82435 69 30.858718 my_bm25_system
515 Q0 173026 70 30.798164 my_bm25_system
